"","Gene.ID","Gene.Name","SubType","Main.Biotype"
"23702","ENSMUSG00000108661","Gm45172","TEC","To be Experimentally Confirmed"
"23703","ENSMUSG00000108490","1700110I07Rik","lincRNA","Processed transcripts"
"23704","ENSMUSG00000102113","Gm28061","unprocessed_pseudogene","Pseudogenes"
"23705","ENSMUSG00000108619","Gm44839","lincRNA","Processed transcripts"
"23706","ENSMUSG00000101195","Gm9239","unprocessed_pseudogene","Pseudogenes"
"23707","ENSMUSG00000101650","Gm6820","unprocessed_pseudogene","Pseudogenes"
"23708","ENSMUSG00000108754","Gm44748","lincRNA","Processed transcripts"
"23709","ENSMUSG00000072259","Gm5592","protein_coding","Protein Coding Genes"
"23710","ENSMUSG00000078737","Gm2128","unprocessed_pseudogene","Pseudogenes"
"23711","ENSMUSG00000100376","Gm28060","processed_pseudogene","Pseudogenes"
"23712","ENSMUSG00000099657","Gm28667","unprocessed_pseudogene","Pseudogenes"
"23713","ENSMUSG00000099979","Gm5896","processed_pseudogene","Pseudogenes"
"23714","ENSMUSG00000108395","Gm34811","lincRNA","Processed transcripts"
"23715","ENSMUSG00000101196","Gm6866","transcribed_unprocessed_pseudogene","Pseudogenes"
"23716","ENSMUSG00000108779","Gm45691","TEC","To be Experimentally Confirmed"
"23717","ENSMUSG00000049062","Gm9244","unprocessed_pseudogene","Pseudogenes"
"23718","ENSMUSG00000108340","Gm44520","processed_pseudogene","Pseudogenes"
"23719","ENSMUSG00000099511","Topbp1-ps1","processed_pseudogene","Pseudogenes"
"23720","ENSMUSG00000092031","Gm2108","unprocessed_pseudogene","Pseudogenes"
"23721","ENSMUSG00000101449","Gm17791","processed_pseudogene","Pseudogenes"
"23722","ENSMUSG00000082080","Gm9246","processed_pseudogene","Pseudogenes"
"23723","ENSMUSG00000056383","AI987944","protein_coding","Protein Coding Genes"
"23724","ENSMUSG00000091864","Gm17102","lincRNA","Processed transcripts"
"23725","ENSMUSG00000066537","Vmn2r57","protein_coding","Protein Coding Genes"
"23726","ENSMUSG00000092592","Gm20449","protein_coding","Protein Coding Genes"
"23727","ENSMUSG00000108312","Gm44521","processed_pseudogene","Pseudogenes"
"23728","ENSMUSG00000074166","AW146154","protein_coding","Protein Coding Genes"
"23729","ENSMUSG00000083500","Gm15470","processed_pseudogene","Pseudogenes"
"23730","ENSMUSG00000090744","Gm6871","protein_coding","Protein Coding Genes"
"23731","ENSMUSG00000090341","Gm17217","transcribed_unprocessed_pseudogene","Pseudogenes"
"23732","ENSMUSG00000108482","Gm45078","processed_pseudogene","Pseudogenes"
"23733","ENSMUSG00000091474","2610021A01Rik","protein_coding","Protein Coding Genes"
"23734","ENSMUSG00000074165","Zfp788","protein_coding","Protein Coding Genes"
"23735","ENSMUSG00000091401","Gm9252","processed_pseudogene","Pseudogenes"
"23736","ENSMUSG00000074164","Vmn2r-ps54","transcribed_unprocessed_pseudogene","Pseudogenes"
"23737","ENSMUSG00000091004","Gm6872","processed_pseudogene","Pseudogenes"
"23738","ENSMUSG00000092193","Cd9-ps","processed_pseudogene","Pseudogenes"
"23739","ENSMUSG00000092538","Vmn2r-ps55","unprocessed_pseudogene","Pseudogenes"
"23740","ENSMUSG00000092451","Vmn2r-ps56","unprocessed_pseudogene","Pseudogenes"
"23741","ENSMUSG00000090383","Vmn2r58","protein_coding","Protein Coding Genes"
"23742","ENSMUSG00000092328","Vmn2r-ps57","unprocessed_pseudogene","Pseudogenes"
"23743","ENSMUSG00000092032","Vmn2r59","protein_coding","Protein Coding Genes"
"23744","ENSMUSG00000092281","Hmgb1-ps7","processed_pseudogene","Pseudogenes"
"23745","ENSMUSG00000083623","Gm7224","unprocessed_pseudogene","Pseudogenes"
"23746","ENSMUSG00000048574","Ccnb1-ps","processed_pseudogene","Pseudogenes"
"23747","ENSMUSG00000090619","Vmn2r60","protein_coding","Protein Coding Genes"
"23748","ENSMUSG00000092257","Gm2308","processed_pseudogene","Pseudogenes"
"23749","ENSMUSG00000108562","Gm44519","processed_pseudogene","Pseudogenes"
"23750","ENSMUSG00000090967","Vmn2r61","protein_coding","Protein Coding Genes"
"23751","ENSMUSG00000092370","Vmn2r-ps58","unprocessed_pseudogene","Pseudogenes"
"23752","ENSMUSG00000092411","Gm5594","unprocessed_pseudogene","Pseudogenes"
"23753","ENSMUSG00000092382","Vmn2r-ps59","unprocessed_pseudogene","Pseudogenes"
"23754","ENSMUSG00000070621","Vmn2r-ps60","unprocessed_pseudogene","Pseudogenes"
"23755","ENSMUSG00000030463","4933421I07Rik","protein_coding","Protein Coding Genes"
"23756","ENSMUSG00000092301","Gm6887","processed_pseudogene","Pseudogenes"
"23757","ENSMUSG00000092416","Zfp141","protein_coding","Protein Coding Genes"
"23758","ENSMUSG00000092505","Gm19246","processed_pseudogene","Pseudogenes"
"23759","ENSMUSG00000108491","Gm44523","processed_pseudogene","Pseudogenes"
"23760","ENSMUSG00000108446","Gm44997","processed_transcript","Processed transcripts"
"23761","ENSMUSG00000094462","Gm21028","protein_coding","Protein Coding Genes"
"23762","ENSMUSG00000092335","Zfp977","protein_coding","Protein Coding Genes"
"23763","ENSMUSG00000076180","Gm24938","miRNA","Processed transcripts"
"23764","ENSMUSG00000074158","Zfp976","protein_coding","Protein Coding Genes"
"23765","ENSMUSG00000069727","Zfp975","protein_coding","Protein Coding Genes"
"23766","ENSMUSG00000091594","Gm17067","protein_coding","Protein Coding Genes"
"23767","ENSMUSG00000092554","Gm18128","processed_pseudogene","Pseudogenes"
"23768","ENSMUSG00000092238","Gm6004","processed_pseudogene","Pseudogenes"
"23769","ENSMUSG00000091926","Vmn2r62","protein_coding","Protein Coding Genes"
"23770","ENSMUSG00000092225","Gm2381","protein_coding","Protein Coding Genes"
"23771","ENSMUSG00000092191","Gm7211","processed_pseudogene","Pseudogenes"
"23772","ENSMUSG00000090751","Vmn2r63","protein_coding","Protein Coding Genes"
"23773","ENSMUSG00000080892","Gm9266","processed_pseudogene","Pseudogenes"
"23774","ENSMUSG00000044609","Gm9294","processed_pseudogene","Pseudogenes"
"23775","ENSMUSG00000076190","Gm23256","miRNA","Processed transcripts"
"23776","ENSMUSG00000091528","Gm9268","protein_coding","Protein Coding Genes"
"23777","ENSMUSG00000108666","Gm44538","processed_pseudogene","Pseudogenes"
"23778","ENSMUSG00000107181","Gm17768","lincRNA","Processed transcripts"
"23779","ENSMUSG00000108492","Rpl18a-ps4","processed_pseudogene","Pseudogenes"
"23780","ENSMUSG00000071952","Gm10351","TEC","To be Experimentally Confirmed"
"23781","ENSMUSG00000064194","Zfp936","protein_coding","Protein Coding Genes"
"23782","ENSMUSG00000077022","Gm22707","miRNA","Processed transcripts"
"23783","ENSMUSG00000074887","EU599041","lincRNA","Processed transcripts"
"23784","ENSMUSG00000012640","Zfp715","protein_coding","Protein Coding Genes"
"23785","ENSMUSG00000108300","Gm44539","processed_pseudogene","Pseudogenes"
"23786","ENSMUSG00000039013","Siglecf","protein_coding","Protein Coding Genes"
"23787","ENSMUSG00000070606","Gm10298","processed_pseudogene","Pseudogenes"
"23788","ENSMUSG00000108775","Gm44540","processed_pseudogene","Pseudogenes"
"23789","ENSMUSG00000030468","Siglecg","protein_coding","Protein Coding Genes"
"23790","ENSMUSG00000093639","Lim2","protein_coding","Protein Coding Genes"
"23791","ENSMUSG00000004612","Nkg7","protein_coding","Protein Coding Genes"
"23792","ENSMUSG00000038973","Cldnd2","protein_coding","Protein Coding Genes"
"23793","ENSMUSG00000004610","Etfb","protein_coding","Protein Coding Genes"
"23794","ENSMUSG00000107482","Gm45233","protein_coding","Protein Coding Genes"
"23795","ENSMUSG00000108618","Gm44816","TEC","To be Experimentally Confirmed"
"23796","ENSMUSG00000099210","Mir7051","miRNA","Processed transcripts"
"23797","ENSMUSG00000070604","Vsig10l","protein_coding","Protein Coding Genes"
"23798","ENSMUSG00000013367","Iglon5","protein_coding","Protein Coding Genes"
"23799","ENSMUSG00000013353","4931406B18Rik","protein_coding","Protein Coding Genes"
"23800","ENSMUSG00000108438","Gm9278","processed_pseudogene","Pseudogenes"
"23801","ENSMUSG00000108695","Gm2511","lincRNA","Processed transcripts"
"23802","ENSMUSG00000004609","Cd33","protein_coding","Protein Coding Genes"
"23803","ENSMUSG00000108411","Gm44818","lincRNA","Processed transcripts"
"23804","ENSMUSG00000056592","Zfp658","protein_coding","Protein Coding Genes"
"23805","ENSMUSG00000030469","Zfp719","protein_coding","Protein Coding Genes"
"23806","ENSMUSG00000055102","Zfp819","protein_coding","Protein Coding Genes"
"23807","ENSMUSG00000030472","Ceacam18","protein_coding","Protein Coding Genes"
"23808","ENSMUSG00000030474","Siglece","protein_coding","Protein Coding Genes"
"23809","ENSMUSG00000108783","Gm36546","lincRNA","Processed transcripts"
"23810","ENSMUSG00000038888","Ctu1","protein_coding","Protein Coding Genes"
"23811","ENSMUSG00000044737","Klk14","protein_coding","Protein Coding Genes"
"23812","ENSMUSG00000108734","Gm44817","TEC","To be Experimentally Confirmed"
"23813","ENSMUSG00000097178","2310002F09Rik","processed_transcript","Processed transcripts"
"23814","ENSMUSG00000054046","Klk13","protein_coding","Protein Coding Genes"
"23815","ENSMUSG00000108588","Gm44814","TEC","To be Experimentally Confirmed"
"23816","ENSMUSG00000044430","Klk12","protein_coding","Protein Coding Genes"
"23817","ENSMUSG00000067616","Klk11","protein_coding","Protein Coding Genes"
"23818","ENSMUSG00000030693","Klk10","protein_coding","Protein Coding Genes"
"23819","ENSMUSG00000047884","Klk9","protein_coding","Protein Coding Genes"
"23820","ENSMUSG00000064023","Klk8","protein_coding","Protein Coding Genes"
"23821","ENSMUSG00000030713","Klk7","protein_coding","Protein Coding Genes"
"23822","ENSMUSG00000050063","Klk6","protein_coding","Protein Coding Genes"
"23823","ENSMUSG00000074155","Klk5","protein_coding","Protein Coding Genes"
"23824","ENSMUSG00000108781","Gm44707","lincRNA","Processed transcripts"
"23825","ENSMUSG00000108527","Gm45173","processed_pseudogene","Pseudogenes"
"23826","ENSMUSG00000006948","Klk4","protein_coding","Protein Coding Genes"
"23827","ENSMUSG00000108444","Klk2-ps","transcribed_unprocessed_pseudogene","Pseudogenes"
"23828","ENSMUSG00000055193","Klk15","protein_coding","Protein Coding Genes"
"23829","ENSMUSG00000108432","Gm44756","antisense","Processed transcripts"
"23830","ENSMUSG00000060161","Klk1b7-ps","transcribed_unprocessed_pseudogene","Pseudogenes"
"23831","ENSMUSG00000108323","Gm44945","unprocessed_pseudogene","Pseudogenes"
"23832","ENSMUSG00000063089","Klk1b8","protein_coding","Protein Coding Genes"
"23833","ENSMUSG00000108651","Klk1b2-ps","unprocessed_pseudogene","Pseudogenes"
"23834","ENSMUSG00000063133","Klk1b1","protein_coding","Protein Coding Genes"
"23835","ENSMUSG00000108746","Gm45198","unprocessed_pseudogene","Pseudogenes"
"23836","ENSMUSG00000059042","Klk1b9","protein_coding","Protein Coding Genes"
"23837","ENSMUSG00000108730","Gm45135","unprocessed_pseudogene","Pseudogenes"
"23838","ENSMUSG00000108602","Klk1b10-ps","unprocessed_pseudogene","Pseudogenes"
"23839","ENSMUSG00000044485","Klk1b11","protein_coding","Protein Coding Genes"
"23840","ENSMUSG00000108794","Gm45195","unprocessed_pseudogene","Pseudogenes"
"23841","ENSMUSG00000108539","Klk1b12-ps","unprocessed_pseudogene","Pseudogenes"
"23842","ENSMUSG00000053719","Klk1b26","protein_coding","Protein Coding Genes"
"23843","ENSMUSG00000108759","Klk1b18-ps","unprocessed_pseudogene","Pseudogenes"
"23844","ENSMUSG00000108339","Klk1b28-ps","unprocessed_pseudogene","Pseudogenes"
"23845","ENSMUSG00000108328","Gm45196","unprocessed_pseudogene","Pseudogenes"
"23846","ENSMUSG00000108440","Klk1b19-ps","unprocessed_pseudogene","Pseudogenes"
"23847","ENSMUSG00000063177","Klk1b27","protein_coding","Protein Coding Genes"
"23848","ENSMUSG00000108538","Gm45197","unprocessed_pseudogene","Pseudogenes"
"23849","ENSMUSG00000108400","Klk1b14-ps","unprocessed_pseudogene","Pseudogenes"
"23850","ENSMUSG00000108498","Gm45026","unprocessed_pseudogene","Pseudogenes"
"23851","ENSMUSG00000108406","Klk1b15-ps","unprocessed_pseudogene","Pseudogenes"
"23852","ENSMUSG00000108517","Gm45125","unprocessed_pseudogene","Pseudogenes"
"23853","ENSMUSG00000066516","Klk1b21","protein_coding","Protein Coding Genes"
"23854","ENSMUSG00000108301","Gm45127","unprocessed_pseudogene","Pseudogenes"
"23855","ENSMUSG00000060177","Klk1b22","protein_coding","Protein Coding Genes"
"23856","ENSMUSG00000108796","Gm45126","unprocessed_pseudogene","Pseudogenes"
"23857","ENSMUSG00000108403","Gm45122","unprocessed_pseudogene","Pseudogenes"
"23858","ENSMUSG00000108797","Klk1b23-ps","unprocessed_pseudogene","Pseudogenes"
"23859","ENSMUSG00000038968","Klk1b16","protein_coding","Protein Coding Genes"
"23860","ENSMUSG00000108774","Gm45136","TEC","To be Experimentally Confirmed"
"23861","ENSMUSG00000063713","Klk1b24","protein_coding","Protein Coding Genes"
"23862","ENSMUSG00000108727","Gm44779","unprocessed_pseudogene","Pseudogenes"
"23863","ENSMUSG00000066515","Klk1b3","protein_coding","Protein Coding Genes"
"23864","ENSMUSG00000108459","Gm44605","unprocessed_pseudogene","Pseudogenes"
"23865","ENSMUSG00000066513","Klk1b4","protein_coding","Protein Coding Genes"
"23866","ENSMUSG00000108679","Gm45134","unprocessed_pseudogene","Pseudogenes"
"23867","ENSMUSG00000066512","Klk1b5","protein_coding","Protein Coding Genes"
"23868","ENSMUSG00000062073","Gm10109","transcribed_unprocessed_pseudogene","Pseudogenes"
"23869","ENSMUSG00000063903","Klk1","protein_coding","Protein Coding Genes"
"23870","ENSMUSG00000038782","1700028J19Rik","protein_coding","Protein Coding Genes"
"23871","ENSMUSG00000108622","Gm36864","protein_coding","Protein Coding Genes"
"23872","ENSMUSG00000088439","Gm25386","misc_RNA","Processed transcripts"
"23873","ENSMUSG00000045411","2410002F23Rik","protein_coding","Protein Coding Genes"
"23874","ENSMUSG00000101166","Gm28496","processed_transcript","Processed transcripts"
"23875","ENSMUSG00000080352","Gm26247","snoRNA","Processed transcripts"
"23876","ENSMUSG00000096296","Snord88c","snoRNA","Processed transcripts"
"23877","ENSMUSG00000095472","Snord88a","snoRNA","Processed transcripts"
"23878","ENSMUSG00000080683","Gm23991","snoRNA","Processed transcripts"
"23879","ENSMUSG00000012777","Acp4","protein_coding","Protein Coding Genes"
"23880","ENSMUSG00000087376","Gm15517","protein_coding","Protein Coding Genes"
"23881","ENSMUSG00000108705","Gm18905","processed_pseudogene","Pseudogenes"
"23882","ENSMUSG00000108343","Gm18307","processed_pseudogene","Pseudogenes"
"23883","ENSMUSG00000108512","Gm7238","processed_pseudogene","Pseudogenes"
"23884","ENSMUSG00000004473","Clec11a","protein_coding","Protein Coding Genes"
"23885","ENSMUSG00000038738","Shank1","protein_coding","Protein Coding Genes"
"23886","ENSMUSG00000108719","Gm44757","TEC","To be Experimentally Confirmed"
"23887","ENSMUSG00000008028","1700008O03Rik","protein_coding","Protein Coding Genes"
"23888","ENSMUSG00000108509","Gm44780","antisense","Processed transcripts"
"23889","ENSMUSG00000030731","Syt3","protein_coding","Protein Coding Genes"
"23890","ENSMUSG00000108372","Gm45124","TEC","To be Experimentally Confirmed"
"23891","ENSMUSG00000047085","Lrrc4b","protein_coding","Protein Coding Genes"
"23892","ENSMUSG00000038704","Aspdh","protein_coding","Protein Coding Genes"
"23893","ENSMUSG00000038695","Josd2","protein_coding","Protein Coding Genes"
"23894","ENSMUSG00000098661","Mir7052","miRNA","Processed transcripts"
"23895","ENSMUSG00000108322","5430431A17Rik","lincRNA","Processed transcripts"
"23896","ENSMUSG00000008140","Emc10","protein_coding","Protein Coding Genes"
"23897","ENSMUSG00000051113","Fam71e1","protein_coding","Protein Coding Genes"
"23898","ENSMUSG00000108607","Gm44646","processed_transcript","Processed transcripts"
"23899","ENSMUSG00000038670","Mybpc2","protein_coding","Protein Coding Genes"
"23900","ENSMUSG00000008193","Spib","protein_coding","Protein Coding Genes"
"23901","ENSMUSG00000038644","Pold1","protein_coding","Protein Coding Genes"
"23902","ENSMUSG00000099330","Mir7053","miRNA","Processed transcripts"
"23903","ENSMUSG00000109236","Gm44833","processed_pseudogene","Pseudogenes"
"23904","ENSMUSG00000060601","Nr1h2","protein_coding","Protein Coding Genes"
"23905","ENSMUSG00000002204","Napsa","protein_coding","Protein Coding Genes"
"23906","ENSMUSG00000109491","Gm15396","antisense","Processed transcripts"
"23907","ENSMUSG00000062785","Kcnc3","protein_coding","Protein Coding Genes"
"23908","ENSMUSG00000108832","Gm44832","antisense","Processed transcripts"
"23909","ENSMUSG00000030739","Myh14","protein_coding","Protein Coding Genes"
"23910","ENSMUSG00000109352","Gm18256","processed_pseudogene","Pseudogenes"
"23911","ENSMUSG00000070574","2310016G11Rik","antisense","Processed transcripts"
"23912","ENSMUSG00000066500","Izumo2","protein_coding","Protein Coding Genes"
"23913","ENSMUSG00000048012","Zfp473","protein_coding","Protein Coding Genes"
"23914","ENSMUSG00000002205","Vrk3","protein_coding","Protein Coding Genes"
"23915","ENSMUSG00000109227","Gm29791","transcribed_processed_pseudogene","Pseudogenes"
"23916","ENSMUSG00000038539","Atf5","protein_coding","Protein Coding Genes"
"23917","ENSMUSG00000109511","Nup62","protein_coding","Protein Coding Genes"
"23918","ENSMUSG00000074141","Il4i1","protein_coding","Protein Coding Genes"
"23919","ENSMUSG00000038520","Tbc1d17","protein_coding","Protein Coding Genes"
"23920","ENSMUSG00000011096","Akt1s1","protein_coding","Protein Coding Genes"
"23921","ENSMUSG00000076051","Mir707","miRNA","Processed transcripts"
"23922","ENSMUSG00000002963","Pnkp","protein_coding","Protein Coding Genes"
"23923","ENSMUSG00000038502","Ptov1","protein_coding","Protein Coding Genes"
"23924","ENSMUSG00000002968","Med25","protein_coding","Protein Coding Genes"
"23925","ENSMUSG00000109198","D7Bwg0826e","TEC","To be Experimentally Confirmed"
"23926","ENSMUSG00000011658","Fuz","protein_coding","Protein Coding Genes"
"23927","ENSMUSG00000060279","Ap2a1","protein_coding","Protein Coding Genes"
"23928","ENSMUSG00000059891","Tsks","protein_coding","Protein Coding Genes"
"23929","ENSMUSG00000007783","Cpt1c","protein_coding","Protein Coding Genes"
"23930","ENSMUSG00000109111","6530437J22Rik","antisense","Processed transcripts"
"23931","ENSMUSG00000109324","Prmt1","protein_coding","Protein Coding Genes"
"23932","ENSMUSG00000087138","Gm15545","antisense","Processed transcripts"
"23933","ENSMUSG00000003190","Bcl2l12","protein_coding","Protein Coding Genes"
"23934","ENSMUSG00000003184","Irf3","protein_coding","Protein Coding Genes"
"23935","ENSMUSG00000038406","Scaf1","protein_coding","Protein Coding Genes"
"23936","ENSMUSG00000098839","Mir7054","miRNA","Processed transcripts"
"23937","ENSMUSG00000038387","Rras","protein_coding","Protein Coding Genes"
